sampling_location,sample_date,sample_time,top_sample_temperature_c,bottom_sample_temperature_c,site_actual_depth_ft,top_salinity_psu,bottom_salinity_psu,ctd_conductivity_temperature_depth_profiler_top_dissolved_oxygen_mg_l,top_nitrate_nitrite_mg_l,top_ammonium_mg_l,top_ortho_phosphorus_mg_l,top_total_kjeldhal_nitrogen_mg_l,top_silica_mg_l,total_phosphorus_mg_l,top_total_suspended_solid_mg_l,bottom_total_suspended_solid_mg_l,top_active_chlorophyll_a_g_l,long,lat,type
AC1,2014-04-08T00:00:00.000,10:28,,,1.5,,,,1.18,0.119,0.078,0.964,9.48,0.211,54,,13.6,,,Permanent
AC1,2013-04-09T00:00:00.000,9:53,,,5.3,,,,0.13,0.02,0.04,0.85,0.63,0.13,14,,32.6,,,Permanent
AC1,2015-04-09T00:00:00.000,11:36,,,2,,,,1.209,0.071,0.041,0.158,18.735,0.183,26,,23.8,,,Permanent
AC1,2024-05-01T00:00:00.000,11:25,,,0.2,,,,,,,,,,,,,,,Permanent
AC1,2018-05-10T00:00:00.000,11:47 AM,,,1.4,,,,0.668,0.111,0.047,1.152,5.19,0.369,48,,65.7,-73.75175,40.76317,Permanent
AC1,2017-05-11T00:00:00.000,11:20,,,5.55,,,,0.298,0.179,0.056,0.584,3.01,0.18,46,,7.91,-73.75175,40.76317,Permanent
AC1,2023-05-11T00:00:00.000,11:18,,,0.51,,,,2.015,0.129,0.095,0.855,16.219,0.308,56,,23,,,Permanent
AC1,2016-05-12T00:00:00.000,10:45,,,0.8,,,,2.46,0.12,0.07,0.89,16.03,0.39,95,,12.1,-73.75175,40.76317,Permanent
AC1,2022-05-12T00:00:00.000,11:31,,,4.39,,,,1.55,0.146,0.066,0.59,15.8,0.168,19,,20.6,,,Permanent
AC1,2018-05-14T00:00:00.000,11:12 AM,,,6.08,,,,0.065,0.172,0.045,0.985,0.779,0.205,11,,6.49,-73.75175,40.76317,Permanent
AC1,2011-05-16T00:00:00.000,12:37,,,7.89,,,,0.2,0.23,0.082,1.606,1.042,0.226,15,,39.2,,,Permanent
AC1,2024-05-16T00:00:00.000,11:20,,,1.19,,,,1.576,0.178,0.08,1.961,9.116,0.383,37,,6.4,,,Permanent
AC1,2010-05-17T00:00:00.000,10:35,,,0.3,,,,2.3,0.166,0.063,1.368,18.5,0.257,61.6,,6,,,Permanent
AC1,2017-05-18T00:00:00.000,11:21,,,0.18,,,,1.249,0.091,0.087,0.732,19.009,0.305,66,,7.4,-73.75175,40.76317,Permanent
AC1,2009-05-19T00:00:00.000,10:10,,,3,,,,2.58,0.235,0.07,0.652,15.7,0.156,25,,4.7,,,Permanent
AC1,2016-05-19T00:00:00.000,11:13,,,6,,,,0.43,0.25,0.07,0.39,3.53,0.09,12,,7.13,-73.75175,40.76317,Permanent
AC1,2021-05-19T00:00:00.000,9:42,,,0.45,,,,1.96,0.261,0.103,0.736,14.7,0.36,119,,5.36,,,Permanent
AC1,2022-05-19T00:00:00.000,10:27,,,0.55,,,,1.36,0.158,0.093,1.972,11.722,0.395,108,,7.7,,,Permanent
AC1,2013-05-20T00:00:00.000,11:24,,,1.4,,,,0.87,0.32,0.13,0.91,7.62,0.29,33,,4.74,,,Permanent
AC1,2015-05-20T00:00:00.000,12:00,,,3.5,,,,0.219,0.137,0.081,0.829,3.076,0.401,84,,10.8,,,Permanent
AC1,2018-05-21T00:00:00.000,10:56 AM,,,0.72,,,,1.802,0.194,0.057,1.42,12.107,0.51,149,,27.8,-73.75175,40.76317,Permanent
AC1,2014-05-22T00:00:00.000,10:24,,,1.3,,,,0.755,0.343,0.153,0.855,6.57,0.322,41,,8.7,,,Permanent
AC1,2019-05-23T00:00:00.000,11:00,,,0.78,,,,1.94,0.219,0.1,0.559,13.623,0.214,65,,22.4,-73.75175,40.763172,Permanent
AC1,2010-05-24T00:00:00.000,10:40,,,5.3,,,,0.858,0.404,0.071,1.267,7.44,0.154,27.2,,8.6,,,Permanent
AC1,2011-05-24T00:00:00.000,10:22,,,0.13,,,,2.095,0.246,0.113,1.4,17.6,0.49,167,,13,,,Permanent
AC1,2017-05-25T00:00:00.000,11:36,,,7.78,,,,0.167,0.204,0.04,0.671,1.52,0.178,16,,18.6,-73.75175,40.76317,Permanent
AC1,2009-05-26T00:00:00.000,10:03,,,1.2,,,,1.96,0.35,0.085,4.21,16.4,0.895,184,,18.6,,,Permanent
AC1,2016-05-26T00:00:00.000,12:16,,,2.3,,,,1.71,0.3,0.13,1.11,13.54,0.31,48,,4.47,-73.75175,40.76317,Permanent
AC1,2022-05-26T00:00:00.000,10:34,,,6.12,,,,0.181,0.269,0.093,0.805,2.53,0.202,37,,6.8,,,Permanent
AC1,2013-05-28T00:00:00.000,11:13,,,0.9,,,,2.4,0.1,0.09,1.36,18.91,0.31,85,,4.12,,,Permanent
AC1,2015-05-28T00:00:00.000,11:15,,,1.2,,,,0.244,0.301,0.138,0.704,5.916,0.272,22,,8.56,,,Permanent
AC1,2014-05-29T00:00:00.000,11:00,,,5.4,,,,0.504,0.29,0.124,1.031,4.67,0.278,56,,10.2,,,Permanent
AC1,2018-05-03T00:00:00.000,11:43 AM,,,1.76,,,,0.875,0.125,0.061,1.281,7.945,0.391,64,,40,-73.75175,40.76317,Permanent
AC1,2017-05-04T00:00:00.000,11:31,,,0.72,,,,,,,,,,,,,-73.75175,40.76317,Permanent
AC1,2012-05-08T00:00:00.000,10:05,,,0,,,,2.39,0.158,0.12,6.7,20,1.08,61,,3.8,,,Permanent
AC1,2019-05-09T00:00:00.000,11:17,,,0.88,,,,2.174,0.46,0.094,0.731,18.666,0.194,37,,,-73.75175,40.763172,Permanent
AC1,2009-06-01T00:00:00.000,10:30,,,2.2,,,,1.65,0.259,0.077,0.903,13.9,0.23,28,,6.7,,,Permanent
AC1,2010-06-01T00:00:00.000,10:01,,,0.1,,,,2.4,0.182,0.096,1.34,19.9,0.359,100.2,,8.5,,,Permanent
AC1,2011-06-01T00:00:00.000,12:23,,,5.07,,,,0.303,0.103,0.054,1.203,1.77,0.198,16,,37.8,,,Permanent
AC1,2015-06-01T00:00:00.000,11:20,,,5.1,,,,0.436,0.496,0.046,1.403,2.95,0.257,67,,1,,,Permanent
AC1,2013-06-10T00:00:00.000,11:13,,,4.5,,,,0.7,0.65,0.13,1.27,6.48,0.2,20,,5.64,,,Permanent
AC1,2015-06-10T00:00:00.000,11:36,,,0.3,,,,2.089,0.132,0.084,0.59,13.2,0.24,137,,5.21,,,Permanent
AC1,2021-06-10T00:00:00.000,11:04,,,5.28,,,,0.889,0.327,0.107,0.82,8.74,0.247,12,,20,,,Permanent
AC1,2012-06-11T00:00:00.000,10:21,,,0.7,,,,1.73,0.182,0.108,1.619,15.8,0.201,24,,10,,,Permanent
AC1,2020-06-11T00:00:00.000,10:21,,,0.4,,,,2.12,0.141,0.121,1.792,15.5,0.348,103,,5.85,-73.75175,40.76317,Permanent
AC1,2014-06-12T00:00:00.000,11:48,,,5.7,,,,0.179,0.111,,1.4,1.89,0.306,16,,16.3,,,Permanent
AC1,2011-06-13T00:00:00.000,12:47,,,,,,,1.05,0.27,0.138,0.795,9.27,0.241,8,,20.5,,,Permanent
AC1,2010-06-14T00:00:00.000,10:48,,,3.4,,,,1.22,0.4,0.11,1.308,11.4,0.335,30.8,,21.8,,,Permanent
AC1,2018-06-14T00:00:00.000,11:47 AM,,,6.16,,,,0.018,0.072,0.054,1.114,1.543,0.375,67,,85.6,-73.75175,40.76317,Permanent
AC1,2009-06-15T00:00:00.000,10:01,,,0.2,,,,1.56,0.306,0.126,1.47,14.4,0.28,32,,50.1,,,Permanent
AC1,2017-06-15T00:00:00.000,13:07,,,2.56,,,,0.998,0.268,0.142,0.678,10.768,0.295,29,,14.2,-73.75175,40.76317,Permanent
AC1,2023-06-15T00:00:00.000,10:58,,,5.01,,,,0.26,0.204,0.143,0.935,3.923,0.285,16,,18.6,,,Permanent
AC1,2016-06-16T00:00:00.000,11:42,,,3.9,,,,1.15,0.22,0.1,0.68,9.52,0.27,16,,17.2,-73.75175,40.76317,Permanent
AC1,2022-06-16T00:00:00.000,10:47,,,3.2,,,,,,,,,,,,,,,Permanent
AC1,2013-06-17T00:00:00.000,11:10,,,0.5,,,,1.93,1.41,0.19,3.52,17,0.83,175,,2.67,,,Permanent
AC1,2015-06-17T00:00:00.000,10:41,,,3.2,,,,0.264,0.311,0.164,1.044,3.706,0.38,80,,14.1,,,Permanent
AC1,2012-06-18T00:00:00.000,11:04,,,6.5,,,,0.846,0.233,0.095,0.731,8.84,0.041,4,,18.5,,,Permanent
AC1,2011-06-20T00:00:00.000,11:59,,,0.51,,,,2.16,0.254,0.132,0.472,17.3,0.191,12,,6.9,,,Permanent
AC1,2019-06-20T00:00:00.000,10:50,,,2,,,,1.82,0.198,0.111,0.896,16.303,0.294,46,,5.27,-73.75175,40.763172,Permanent
AC1,2010-06-21T00:00:00.000,10:36,,,3.4,,,,1.04,0.334,0.115,0.576,9.4,0.226,9.4,,5.1,,,Permanent
AC1,2018-06-21T00:00:00.000,11:33 AM,,,0.22,,,,,,,,,,,,,-73.75175,40.76317,Permanent
AC1,2009-06-22T00:00:00.000,9:47,,,6,,,,0.423,0.265,0.09,1.183,3.77,0.226,23,,27.3,,,Permanent
AC1,2016-06-22T00:00:00.000,9:55,,,1,,,,2.11,0.16,0.12,1.5,18.56,0.39,94,,16.4,-73.75175,40.76317,Permanent
AC1,2017-06-22T00:00:00.000,11:56,,,6.12,,,,0.281,0.752,0.189,2.491,5.56,0.571,21,,121,-73.75175,40.76317,Permanent
AC1,2013-06-24T00:00:00.000,9:56,,,2.6,,,,0.57,0.71,0.16,3.22,7.89,0.62,159,,25.6,,,Permanent
AC1,2015-06-24T00:00:00.000,10:47,,,0.2,,,,2.129,0.189,0.128,0.871,18.673,0.4,88,,12.5,,,Permanent
AC1,2012-06-25T00:00:00.000,10:15,,,0.9,,,,2,0.216,0.105,5.46,17,1.284,535,,17,,,Permanent
AC1,2020-06-25T00:00:00.000,10:43,,,0.35,,,,2.083,0.189,0.141,1.159,17.5,0.37,82,,28,-73.75175,40.76317,Permanent
AC1,2014-06-26T00:00:00.000,11:06,,,7.5,,,,0.018,0.065,0.112,1.72,3.1,0.37,25,,101,,,Permanent
AC1,2011-06-27T00:00:00.000,10:42,,,4.76,,,,0.918,0.202,0.154,0.813,8.68,0.242,4,,20.6,,,Permanent
AC1,2010-06-28T00:00:00.000,10:18,,,1.4,,,,1.7,0.335,0.176,1.339,17.2,0.401,30.8,,9.6,,,Permanent
AC1,2018-06-28T00:00:00.000,11:57 AM,,,6.17,,,,0.207,0.9,0.09,1.081,2.858,0.311,40,,15.7,-73.75175,40.76317,Permanent
AC1,2009-06-29T00:00:00.000,10:02,,,0.2,,,,1.44,0.374,0.096,1.04,15.4,0.336,60.2,,31.2,,,Permanent
AC1,2017-06-29T00:00:00.000,11:18,,,0.51,,,,2.13,0.243,0.086,0.624,19.246,0.307,49,,4.79,-73.75175,40.76317,Permanent
AC1,2023-06-29T00:00:00.000,10:00,,,5.31,,,,0.71,0.39,0.177,1.987,8.769,0.609,45,,115,,,Permanent
AC1,2013-06-03T00:00:00.000,11:31,,,2,,,,0.73,0.39,0.13,1.67,6.83,0.41,71,,3.56,,,Permanent
AC1,2016-06-03T00:00:00.000,11:30,,,6.8,,,,0.25,0.03,,3.84,4.69,0.64,58,,238,-73.75175,40.76317,Permanent
AC1,2016-06-30T00:00:00.000,11:45,,,1.2,,,,1.29,0.26,0.15,0.84,12.55,0.34,42,,22,-73.75175,40.76317,Permanent
AC1,2022-06-30T00:00:00.000,11:12,,,2.89,,,,0.292,0.414,0.124,1.637,5.827,0.506,49,,26.3,,,Permanent
AC1,2009-06-04T00:00:00.000,12:04,,,4.5,,,,1.04,0.228,0.065,1.05,8.019,0.195,20,,5.1,,,Permanent
AC1,2012-06-04T00:00:00.000,10:18,,,7.1,,,,0.065,0.035,0.037,2.069,1.39,0.139,22,,31.2,,,Permanent
AC1,2011-06-06T00:00:00.000,12:22,,,1.22,,,,1.72,0.307,0.15,1.173,15.2,0.291,48,,19.2,,,Permanent
AC1,2019-06-06T00:00:00.000,10:58,,,1.1,,,,1.634,0.292,0.088,1.14,12.573,0.37,61,,31.5,-73.75175,40.763172,Permanent
AC1,2024-06-06T00:00:00.000,11:10,,,5.91,,,,0.16,0.43,0.036,0.29,2.368,0.24,31,,21.8,,,Permanent
AC1,2010-06-07T00:00:00.000,10:50,,,2.4,,,,0.933,0.362,0.063,0.778,7.46,0.203,32.8,,9.1,,,Permanent
AC1,2018-06-07T00:00:00.000,10:41 AM,,,1,,,,1.12,0.096,0.115,1.427,8.832,0.492,91,,65.6,-73.75175,40.76317,Permanent
AC1,2009-06-08T00:00:00.000,10:50,,,3.4,,,,0.065,0.08,0.052,1.25,3.45,0.381,44,,95.2,,,Permanent
AC1,2017-06-08T00:00:00.000,11:41,,,6,,,,0.199,0.321,0.054,0.641,2.154,0.174,17,,29.6,-73.75175,40.76317,Permanent
AC1,2016-06-09T00:00:00.000,10:48,,,0.3,,,,2.06,0.18,0.07,0.43,14.06,0.35,97,,14.1,-73.75175,40.76317,Permanent
AC1,2022-06-09T00:00:00.000,10:44,,,2.94,,,,0.244,0.146,0.136,1.104,3.532,0.374,41,,21.9,,,Permanent
AC1,2015-07-01T00:00:00.000,11:43,,,4.7,,,,0.207,0.066,0.176,0.925,3.328,0.263,40,,49.7,,,Permanent
AC1,2014-07-10T00:00:00.000,11:38,,,5.3,,,,0.253,0.222,0.18,0.908,3.552,0.342,27,,6.2,,,Permanent
AC1,2011-07-11T00:00:00.000,12:05,,,1.3,,,,1.18,0.021,0.158,1.53,13.1,0.543,14,,106,,,Permanent
AC1,2019-07-11T00:00:00.000,11:22,,,1.7,,,,1.159,0.28,0.12,0.641,11.839,0.291,42,,8.1,-73.75175,40.763172,Permanent
AC1,2024-07-11T00:00:00.000,11:31,,,0.29,,,,2.25,0.141,0.132,0.484,16.418,0.364,40,,9.4,,,Permanent
AC1,2010-07-12T00:00:00.000,10:26,,,5.3,,,,0.062,0.162,0.129,1.296,1.82,0.281,16.4,,16.2,,,Permanent
AC1,2018-07-12T00:00:00.000,11:35 AM,,,4.5,,,,0.018,0.027,0.123,3.643,4,0.773,34,,231,-73.75175,40.76317,Permanent
AC1,2009-07-13T00:00:00.000,9:55,,,0,,,,2.27,0.267,0.151,1.03,18.6,0.389,109.2,,6.8,,,Permanent
AC1,2017-07-13T00:00:00.000,11:20,,,0.39,,,,1.704,0.188,0.106,0.713,14.346,0.32,47,,23,-73.75175,40.76317,Permanent
AC1,2023-07-13T00:00:00.000,11:17,,,1.91,,,,0.306,0.202,0.2,1.26,6.372,0.52,33,,78.2,,,Permanent
AC1,2016-07-14T00:00:00.000,11:06,,,2.8,,,,1.36,0.28,0.15,0.61,11.66,0.29,21,,5.2,-73.75175,40.76317,Permanent
AC1,2013-07-15T00:00:00.000,11:03,,,0.8,,,,1.71,1.22,0.23,3.01,17.9,0.61,71,,10.5,,,Permanent
AC1,2015-07-15T00:00:00.000,10:57,,,6.4,,,,0.188,0.233,0.233,0.792,3.628,0.343,21,,14.9,,,Permanent
AC1,2012-07-16T00:00:00.000,9:56,,,5.4,,,,1.06,0.344,0.185,0.561,12.7,0.072,18,,5.6,,,Permanent
AC1,2014-07-17T00:00:00.000,11:25,,,0.1,,,,1.62,0.124,0.077,1.026,17.3,0.276,60,,17.2,,,Permanent
AC1,2011-07-18T00:00:00.000,12:40,,,4.7,,,,0.09,0.082,0.197,0.924,2.04,0.329,10,,15,,,Permanent
AC1,2019-07-18T00:00:00.000,11:11,,,5.02,,,,0.398,0.454,0.144,1.23,6.477,0.34,40,,42.4,-73.75175,40.763172,Permanent
AC1,2024-07-18T00:00:00.000,11:07,,,4.47,,,,0.148,0.209,0.199,1.321,4.37,0.474,39,,41.9,,,Permanent
AC1,2010-07-19T00:00:00.000,10:02,,,1.5,,,,0.939,0.12,0.13,1.23,9.2,0.363,31.2,,53.1,,,Permanent
AC1,2012-07-02T00:00:00.000,10:04,,,6.4,,,,0.162,0.136,0.133,2.096,2.78,0.238,9,,12.4,,,Permanent
AC1,2009-07-20T00:00:00.000,9:50,,,5.2,,,,0.017,0.015,0.097,1.55,2.03,0.278,13.6,,40.9,,,Permanent
AC1,2017-07-20T00:00:00.000,11:24,,,4.63,,,,0.27,0.293,0.204,1.395,5.68,0.451,36,,46.2,-73.75175,40.76317,Permanent
AC1,2016-07-21T00:00:00.000,10:56,,,3.7,,,,0.02,0.04,0.16,1.7,5.45,0.79,54,,136,-73.75175,40.76317,Permanent
AC1,2022-07-21T00:00:00.000,11:13,,,0.15,,,,1.45,0.225,0.19,2.47,14.271,0.991,59,,58.4,,,Permanent
AC1,2013-07-22T00:00:00.000,9:39,,,6,,,,0.18,0.12,0.2,4.21,5.44,0.75,37,,42.7,,,Permanent
AC1,2015-07-22T00:00:00.000,10:08,,,1.23,,,,2.476,0.229,0.096,0.836,15.377,0.34,142,,9.04,,,Permanent
AC1,2021-07-22T00:00:00.000,10:56,,,6.9,,,,0.381,0.429,0.184,1.748,6.9,0.402,40,,41,,,Permanent
AC1,2012-07-23T00:00:00.000,10:24,,,0.5,,,,2.22,0.2,0.094,1.249,20.5,0.287,75,,1,,,Permanent
AC1,2020-07-23T00:00:00.000,10:25,,,0.71,,,,1.826,0.251,0.133,1.507,18,0.374,20,,3.07,-73.75175,40.76317,Permanent
AC1,2014-07-24T00:00:00.000,11:24,,,5.5,,,,0.364,0.4,0.238,1.019,6.08,0.335,21,,10.8,,,Permanent
AC1,2011-07-25T00:00:00.000,11:51,,,2.95,,,,0.937,0.238,0.264,0.866,10.3,0.44,19,,8.3,,,Permanent
AC1,2010-07-26T00:00:00.000,10:26,,,4.1,,,,0.486,0.493,0.239,1.64,8.59,0.467,39.2,,32.5,,,Permanent
AC1,2009-07-27T00:00:00.000,10:11,,,0.1,,,,1.67,0.486,0.131,1.3,17.2,0.358,90.6,,4.8,,,Permanent
AC1,2017-07-27T00:00:00.000,11:13,,,0.22,,,,2.29,0.066,0.096,0.508,18.298,0.222,57,,27.5,-73.75175,40.76317,Permanent
AC1,2023-07-27T00:00:00.000,10:03,,,2.66,,,,0.838,0.324,0.284,1.247,12.257,0.46,30,,62.4,,,Permanent
AC1,2016-07-28T00:00:00.000,11:16,,,0.6,,,,1.38,0.22,0.17,1.46,14.07,0.95,225,,51.2,-73.75175,40.76317,Permanent
AC1,2013-07-29T00:00:00.000,9:47,,,0.5,,,,1.69,1.59,0.36,3.29,17.8,0.99,124,,23.3,,,Permanent
AC1,2015-07-29T00:00:00.000,10:39,,,3.42,,,,0.343,0.212,0.238,0.669,5.026,0.332,23,,33.6,,,Permanent
AC1,2021-07-29T00:00:00.000,10:36,,,0.68,,,,1.844,0.506,0.121,1.103,15.9,0.427,110,,39.3,,,Permanent
AC1,2014-07-03T00:00:00.000,11:51,,,0,,,,1.528,0.171,0.127,1,4.516,0.316,53,,7.9,,,Permanent
AC1,2014-07-31T00:00:00.000,11:36,,,1,,,,1.776,0.12,0.129,0.832,16.7,0.278,69,,32.8,,,Permanent
AC1,2011-07-05T00:00:00.000,11:32,,,0.54,,,,2.08,0.227,0.117,0.605,19.4,0.089,60,,5.7,,,Permanent
AC1,2009-07-06T00:00:00.000,10:22,,,3.9,,,,0.078,0.07,0.099,0.895,1.25,0.191,6.2,,17.4,,,Permanent
AC1,2010-07-06T00:00:00.000,9:32,,,3.5,,,,1.05,0.148,0.163,1.426,10.4,0.388,12,,29.8,,,Permanent
AC1,2017-07-06T00:00:00.000,11:24,,,5.45,,,,0.234,0.065,0.185,0.64,5.119,0.345,23,,20.3,-73.75175,40.76317,Permanent
AC1,2021-07-06T00:00:00.000,11:32,,,,,,,0.565,0.477,0.162,0.662,7.86,0.414,14,,25,,,Permanent
AC1,2013-07-08T00:00:00.000,9:38,,,2.4,,,,0.5,0.88,0.31,1.91,8.46,0.58,60,,20.1,,,Permanent
AC1,2015-07-08T00:00:00.000,10:39,,,1,,,,2.136,0.196,0.094,0.735,18.958,0.328,99,,6.12,,,Permanent
AC1,2016-07-08T00:00:00.000,10:46,,,0.2,,,,2.32,0.21,,1.19,15.51,0.51,153,,9.72,-73.75175,40.76317,Permanent
AC1,2012-07-09T00:00:00.000,10:23,,,0.4,,,,2.06,0.214,0.102,3.466,17.8,0.307,94,,4.9,,,Permanent
AC1,2020-07-09T00:00:00.000,10:46,,,1.27,,,,1.772,0.285,0.075,1.162,20.8,0.36,87,,55.3,-73.75175,40.76317,Permanent
AC1,2011-08-01T00:00:00.000,11:08,,,8.1,,,,0.015,0.022,0.17,0.34,3.5,1.06,18,,32.2,,,Permanent
AC1,2019-08-01T00:00:00.000,10:20,,,5.8,,,,0.29,0.318,0.162,1.14,5.238,0.409,29,,44.2,-73.75175,40.763172,Permanent
AC1,2024-08-01T00:00:00.000,11:31,,,5.04,,,,0.306,0.315,0.205,1.539,14.7,0.329,15,,48.5,,,Permanent
AC1,2009-08-10T00:00:00.000,10:19,,,0.2,,,,2.39,0.334,0.142,1.35,19.6,0.454,174,,5.7,,,Permanent
AC1,2017-08-10T00:00:00.000,11:15,,,3.93,,,,0.532,0.243,0.225,1.284,8.42,0.379,32,,38.2,-73.75175,40.76317,Permanent
AC1,2023-08-10T00:00:00.000,10:07,,,3.31,,,,0.183,0.505,0.289,1.189,5.535,0.475,61,,80.2,,,Permanent
AC1,2016-08-11T00:00:00.000,11:03,,,0.5,,,,,,,,,,,,,-73.75175,40.76317,Permanent
AC1,2013-08-12T00:00:00.000,9:35,,,0.6,,,,,,,,,,,,,,,Permanent
AC1,2015-08-12T00:00:00.000,10:18,,,5.4,,,,0.142,0.453,0.186,0.653,4.357,0.29,46,,13.3,,,Permanent
AC1,2021-08-12T00:00:00.000,10:56,,,1.1,,,,1.989,0.146,0.132,1.47,13,0.629,111,,10.7,,,Permanent
AC1,2012-08-13T00:00:00.000,10:20,,,5,,,,0.728,0.48,0.248,0.96,10.4,0.336,6,,10.9,,,Permanent
AC1,2020-08-13T00:00:00.000,10:42,,,2.19,,,,1.27,0.293,0.168,0.972,13.9,0.37,49,,31.2,-73.75175,40.76317,Permanent
AC1,2014-08-14T00:00:00.000,11:39,,,1.3,,,,1.41,0.405,0.13,1.455,15.193,1.004,178,,12,,,Permanent
AC1,2019-08-15T00:00:00.000,11:58,,,7.03,,,,0.167,0.208,0.067,0.892,5.48,0.348,31,,40.4,-73.75175,40.763172,Permanent
AC1,2024-08-15T00:00:00.000,12:30,,,0.21,,,,1.492,0.261,0.18,0.883,11.783,0.453,49,,10.4,,,Permanent
AC1,2010-08-16T00:00:00.000,10:12,,,,,,,1.92,0.259,0.15,1.426,21.2,0.466,97,,16.2,,,Permanent
AC1,2018-08-16T00:00:00.000,,,,,,,,,,,,,,,,,-73.75175,40.76317,Permanent
AC1,2009-08-17T00:00:00.000,10:26,,,5.7,,,,0.264,0.452,0.224,1.36,4.82,0.318,8.6,,7.5,,,Permanent
AC1,2017-08-17T00:00:00.000,10:50,,,3.4,,,,0.941,0.372,0.222,1.122,10.737,0.399,17,,55.9,-73.75175,40.76317,Permanent
AC1,2016-08-18T00:00:00.000,12:00,,,7.1,,,,0.02,0.05,0.16,1.39,5.18,0.35,33,,127,-73.75175,40.76317,Permanent
AC1,2022-08-18T00:00:00.000,10:37,,,0.25,,,,,,,,,,,,,,,Permanent
AC1,2015-08-19T00:00:00.000,10:45,,,0.67,,,,2.083,0.223,0.134,0.735,20.4,0.42,133,,15,,,Permanent
AC1,2021-08-19T00:00:00.000,9:58,,,5.72,,,,0.369,0.613,0.25,0.907,4.908,0.35,8,,3.8,,,Permanent
AC1,2010-08-02T00:00:00.000,10:40,,,0.3,,,,1.73,0.261,0.108,1.805,21.4,0.235,84.4,,44,,,Permanent
AC1,2012-08-20T00:00:00.000,10:41,,,3.6,,,,1.34,0.419,0.186,1.09,16,0.399,47,,7,,,Permanent
AC1,2013-08-20T00:00:00.000,9:42,,,6.2,,,,0.2,0.2,,1.28,5.17,0.38,18,,36.1,,,Permanent
AC1,2020-08-20T00:00:00.000,10:12,,,3.5,,,,0.438,0.6,0.151,1.431,9.35,0.486,183,,10.9,-73.75175,40.76317,Permanent
AC1,2014-08-21T00:00:00.000,11:27,,,4,,,,0.211,0.246,0.237,0.774,5.35,0.344,13,,19.7,,,Permanent
AC1,2018-08-21T00:00:00.000,10:43 AM,,,5.91,,,,0.364,0.525,0.251,0.975,8.984,0.446,8,,10.1,-73.75175,40.76317,Permanent
AC1,2011-08-22T00:00:00.000,11:28,,,2.99,,,,1.84,0.208,0.15,0.283,19,1.09,22,,6.3,,,Permanent
AC1,2019-08-22T00:00:00.000,10:58,,,0.4,,,,2.043,0.292,0.101,1.052,18.503,0.516,85,,35.9,-73.75175,40.763172,Permanent
AC1,2009-08-24T00:00:00.000,11:54,,,,,,,1.45,0.508,0.166,1.56,18.3,0.314,36.8,,10.2,,,Permanent
AC1,2010-08-24T00:00:00.000,11:32,,,7.1,,,,0.388,0.434,0.121,1.518,4.8,0.318,32.4,,48.4,,,Permanent
AC1,2017-08-24T00:00:00.000,10:58,,,2.24,,,,1.009,0.308,0.206,1.211,14.586,0.605,72,,23.4,-73.75175,40.76317,Permanent
AC1,2023-08-24T00:00:00.000,10:03,,,0.6,,,,1.2,0.156,0.201,2.087,12.562,0.612,155,,741,,,Permanent
AC1,2016-08-25T00:00:00.000,11:22,,,0.8,,,,,,,,,,,,,-73.75175,40.76317,Permanent
AC1,2013-08-26T00:00:00.000,10:28,,,0.7,,,,2.03,1.99,0.3,3.76,22.7,0.78,114,,8.8,,,Permanent
AC1,2015-08-26T00:00:00.000,10:13,,,4.91,,,,0.346,0.193,0.201,0.985,6.963,0.352,45,,11.1,,,Permanent
AC1,2021-08-26T00:00:00.000,10:33,,,0.3,,,,1.97,0.214,0.154,1.04,21.7,0.499,85,,13.8,,,Permanent
AC1,2018-08-27T00:00:00.000,11:00 AM,,,6.26,,,,0.206,0.322,0.205,0.906,5.99,0.4,27,,26.3,-73.75175,40.76317,Permanent
AC1,2012-08-28T00:00:00.000,9:52,,,5.5,,,,0.42,0.41,0.236,1.34,6.05,0.478,9,,6.8,,,Permanent
AC1,2014-08-28T00:00:00.000,11:01,,,1.6,,,,0.48,0.533,0.188,1.251,8.782,0.633,159,,19.9,,,Permanent
AC1,2024-08-29T00:00:00.000,11:11,,,4,,,,0.734,0.216,0.137,1,10.316,0.299,41,,33.4,,,Permanent
AC1,2009-08-03T00:00:00.000,9:57,,,5,,,,0.216,0.411,0.173,1.07,2.96,0.257,18,,5.4,,,Permanent
AC1,2017-08-03T00:00:00.000,10:58,,,5.11,,,,0.161,0.114,0.215,1.781,5.271,0.821,31,,6.04,-73.75175,40.76317,Permanent
AC1,2010-08-30T00:00:00.000,10:12,,,0.5,,,,2.11,0.198,0.141,2.19,21.5,0.485,53.2,,11.6,,,Permanent
AC1,2009-08-31T00:00:00.000,10:24,,,5.1,,,,0.414,0.556,0.229,1.74,8.09,0.318,17.6,,9.5,,,Permanent
AC1,2017-08-31T00:00:00.000,10:35,,,3.01,,,,1.572,0.283,0.145,0.667,16.3,0.264,27,,4.44,-73.75175,40.76317,Permanent
AC1,2016-08-04T00:00:00.000,10:30,,,3,,,,0.27,0.48,0.23,1.51,6.44,0.47,32,,24.8,-73.75175,40.76317,Permanent
AC1,2022-08-04T00:00:00.000,11:10,,,0.44,,,,,,,,,,,,,,,Permanent
AC1,2013-08-05T00:00:00.000,9:54,,,5.3,,,,0.4,0.52,0.22,1.66,7.2,0.45,36,,35.4,,,Permanent
